"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"emigrar";-1,88957135570607;0,978346937973849;0,648421446892189;-0,849462808988143;0,439818975656344;0,291499922467535;0,773735453078269;0,172491980622114;0,0537725662996282;0,000323192144625739;8,66403071144629e-05;3,8058261404733e-05;9,05178443586811e-05;1,09568644503911;0,000108669277785003
"creación";1,25220156631928;-1,22928629490216;0,330806453208492;0,701253663988817;-0,688420731596159;0,185257105264194;0,542700823132221;0,434945958576447;0,0223532182913623;0,000135481283446515;0,000130568043463047;9,45537511076928e-06;8,64033968878319e-05;0,866988312914647;6,49467320151013e-05
"colchón";-1,16379134270625;1,67865861817726;1,10610176307795;-0,501012501038693;0,72266300823947;0,476177120749446;0,306438663587337;0,530194611433455;0,16336672497922;0,00010030769981174;0,000208693439163181;9,06095964760362e-05;7,40600544752845e-05;1,07231549848432;8,51587333641133e-05
"calabozo";-1,82634244845367;1,82974564610366;1,60657183935147;-0,600025357666757;0,601143442004594;0,527822064991366;0,436416025128917;0,364279668888197;0,199304305982895;0,000247029291995867;0,000247950776107549;0,00019115441253898;7,40600544752845e-05;1,41010388515346;0,000147260491448729
"ay";1,05992401288404;-0,380412195747805;-1,40185342285919;0,589452322400231;-0,211557479146806;-0,779608486763724;0,467400527058824;0,0500686433281364;0,482530829613035;7,85796167083583e-05;1,01220693097287e-05;0,000137456618607566;6,99456070044354e-05;0,790768521980715;4,37380271267356e-05
"adición";0,973791174900291;-0,165270095559753;-0,0957968046290791;0,981297127816878;-0,166543992456507;-0,0965352035010744;0,971189387831082;0,0232636599601361;0,00554695220878324;7,80320805373213e-05;2,24765719134074e-06;7,55167974551481e-07;8,22889494169828e-05;0,504002987680351;2,09029575957408e-05
"versión";-1,33624086463879;0,545515035396303;0,371365692775817;-0,896616400182859;0,366040090694934;0,249186040795179;0,844463696721423;0,117042115062152;0,0384941882164338;0,000146930181803495;2,44880931052912e-05;1,13486729072573e-05;8,22889494169828e-05;0,741674756526888;4,52656241591483e-05
"sócrates";2,15882656836052;2,30659804812216;-2,92427711663821;0,501479078923008;0,535805275685648;-0,679287450163742;0,329790115578053;0,313085671341636;0,357124213080288;0,000345159265080137;0,000394028710617816;0,000633316902101207;7,40600544752845e-05;1,91742408113058;0,00027228290909618
"rápidamente";-0,22963880976539;-0,676171353257629;1,05220430560087;-0,180584357150687;-0,531730543615377;0,827436957682559;0,0485422607003148;0,349993665504853;0,601464073794831;4,12245285278851e-06;3,57419841526246e-05;8,65496412768577e-05;7,81745019461337e-05;0,531623938659423;2,20939913882944e-05
"religioso";1,78199612985145;1,07676962359238;-1,19572043304628;0,742196262749521;0,448471451247816;-0,49801412126196;0,637204761140681;0,19347654132368;0,169318697535608;0,000274374868719982;0,000100178934309212;0,000123535028077368;8,64033968878319e-05;1,13864014345564;0,000112022122981092
"privilegio";-1,33577110246168;1,30260151672348;0,974510569442351;-0,634592006126554;0,618833951533815;0,462966009755921;0,475074530484092;0,375697274487756;0,149228195028164;0,000110120168908665;0,000104719109430126;5,86105624010386e-05;6,17167120627371e-05;0,988485744769688;6,03036503961936e-05
"pluna";-2,12442158264355;-2,18399112079401;-2,91042286795656;-0,504194560015733;-0,518332355132998;-0,690738311716399;0,334832555696931;0,294283037498898;0,370884406804156;0,000259968643183695;0,000274752273314101;0,000487923511535031;5,7602264591888e-05;1,87260468964921;0,000201990884572249
"pleno";-1,28846903760967;-0,533849039801439;-1,40325631600922;-0,651250829410654;-0,269831575150425;-0,70926953849984;0,542660446517772;0,0774701419158289;0,379869411566396;0,000116120371596073;1,9934134090039e-05;0,000137731873403125;6,99456070044354e-05;0,892132053535794;5,56696807027554e-05
"pin";-0,794242734107051;-0,172618643128552;-1,03098793795384;-0,604979553059315;-0,131484677271899;-0,78530982422408;0,491708234460153;0,0193149506431341;0,48897681489672;4,41231941755526e-05;2,08418295814051e-06;7,43477126943354e-05;6,99456070044354e-05;0,577721793055755;2,33452185714493e-05
"percepción";1,0440242848028;-0,715983990659535;0,381304537847151;0,789656619085104;-0,541540561472728;0,28840291991394;0,680347743670086;0,266093089413892;0,0535591669160511;8,52091679677996e-05;4,0074835309918e-05;1,13660371331919e-05;7,81745019461337e-05;0,645601256617573;3,25832092212075e-05
"patología";1,66039600762877;-1,89962594319885;2,19284943205333;0,496713253783255;-0,56827972295893;0,655998551819875;0,320730663977251;0,349116626221914;0,33015270980087;0,000204177267836919;0,000267251536883283;0,000356124336009722;7,40600544752845e-05;1,49541137362349;0,000165617180182044
"néstor";-1,89154725905771;0,951740728344793;0,618479247127837;-0,857469610784123;0,431439789829914;0,280366856695376;0,785158535239441;0,165301767859996;0,0495396969005742;0,000235540665273157;5,96305498705777e-05;2,51815099448049e-05;6,58311595335862e-05;1,0888241850692;7,8045348188679e-05
"medicina";-0,686214471543236;-1,78595203493007;-1,23437424022021;-0,301383324522045;-0,784384742737419;-0,542133440271667;0,117060154738384;0,65939576843748;0,223544076824115;3,68116147484505e-05;0,000249347320056064;0,000119112906747961;7,81745019461337e-05;1,02299748576757;8,18114812086957e-05
"manifestar";-1,14811139984874;-0,299751622272996;0,273014871472427;-0,942930440180216;-0,246182495158438;0,224223915002635;0,917382611601258;0,0520023243243153;0,0306150640744047;9,76229855925521e-05;6,65437255085571e-06;5,52022317097135e-06;7,40600544752845e-05;0,61140363688191;2,76847153603173e-05
"llorar";-1,67943610759546;1,14054788932837;1,08270990649093;-0,729940186932078;0,495720995741434;0,470582636614106;0,613935928769683;0,235472585914405;0,150591485315922;0,000220491623603813;0,000101693260819667;9,16408996266486e-05;7,81745019461337e-05;1,0932543193861;9,34345561345223e-05
"lento";0,887639366711935;-1,35593845984339;1,17793766742144;0,443044485393133;-0,676785054488272;0,587940110882087;0,251264349796456;0,487590177176138;0,261145473027441;5,8352186894916e-05;0,00013616452821229;0,00010276107679182;7,40600544752845e-05;0,903213371915115;6,04177773496083e-05
"infierno";-0,771444767532267;1,95597128193209;0,407229468648319;-0,360205693999774;0,913288964685997;0,190145010433934;0,153598050774171;0,821141879638263;0,0252600695875809;1,95889512060405e-05;0,000125929203714294;5,45858282417623e-06;3,29155797667931e-05;1,00399425142071;3,31790511059086e-05
"grabar";0,0391688241880772;0,670772206888439;1,00243612311665;0,032456971400331;0,555830683876951;0,830661661489441;0,00158367746137403;0,386236231593056;0,612180090945565;1,13622697715564e-07;3,33222367930835e-05;7,44213328206376e-05;7,40600544752845e-05;0,502026228166731;1,86653802482315e-05
"frío";-0,63702645903096;-0,456914865304783;-0,307543858312138;-0,756460464097054;-0,542580337380462;-0,365204249353938;0,638819452767268;0,273307148245394;0,0878733989873139;3,33930786357745e-05;1,71795622340205e-05;7,78315420007049e-06;8,22889494169828e-05;0,406525362412877;1,35993079733812e-05
"famoso";-1,01079766556851;1,23623385584845;1,43776424464552;-0,470410643987403;0,57532539306135;0,669114727174765;0,290868859949542;0,361815576613317;0,347315563437147;7,5668040506478e-05;0,000113184066531547;0,00015309442828625;7,40600544752845e-05;0,955949293415421;6,76789699417639e-05
"estrella";-1,68196455054362;1,21414673061147;0,669896795788255;-0,771582439821493;0,556976243288659;0,30730766825962;0,654897826430452;0,283791541712976;0,0613106318565867;0,000256075411585787;0,000133437086954731;4,06209432542076e-05;9,05178443586811e-05;1,06010602893913;0,000101726197662368
"donar";-1,40579266261643;-0,391023543546486;-0,682599738929391;-0,872659169431526;-0,242731584687858;-0,423730281903478;0,83091977235727;0,0534613090309524;0,115618918611768;0,000162623783996954;1,25819319476684e-05;3,83419108799546e-05;8,22889494169828e-05;0,786612722199671;5,09170753459326e-05
"dilema";1,9011663490789;0,748078638279092;-0,954855590228826;0,84302469128655;0,331716771338204;-0,423406841576958;0,782699239679155;0,100778155868005;0,116522604452812;0,000282556537653489;4,37481436927188e-05;7,12755394683869e-05;7,81745019461337e-05;1,09607911657958;9,39180203181103e-05
"determinar";0,564825308780013;-2,17200345903069;0,519676645988214;0,245189726937121;-0,942863088370631;0,225590767525391;0,0724800476845951;0,891309271311692;0,0362106810037309;2,75650708845534e-05;0,000407616581004695;2,3334431112204e-05;8,64033968878319e-05;1,07009948207273;9,89416445124735e-05
"daño";1,49436084305341;-1,72203681989873;2,16493145144848;0,475288366312593;-0,547701762037235;0,688566444658186;0,299133806425596;0,330336551437991;0,370529642136449;0,000192948663686205;0,000256221567073006;0,000404966516539614;8,64033968878319e-05;1,39361230120101;0,000167808810543002
"darse";1,20141497621556;-0,572351656212398;1,19786198735061;0,67099752838477;-0,319661860629698;0,669013162621103;0,563245252293548;0,106305214982792;0,330449532723689;0,00010689813044177;2,42610679897771e-05;0,000106266797780304;7,40600544752845e-05;0,816513767941592;4,93754482620046e-05
"crónico";-0,0792397916297743;-0,548051314228765;0,307380496445744;-0,125113768934312;-0,86533248109652;0,485331064308058;0,0201363503478323;0,801039222333009;0,178824427319156;5,16687752732408e-07;2,47163288453936e-05;7,77488784799851e-06;8,22889494169828e-05;0,284821117510523;6,67553211984096e-06
"convivencia";1,9011663490789;0,748078638279092;-0,954855590228826;0,84302469128655;0,331716771338204;-0,423406841576958;0,782699239679155;0,100778155868005;0,116522604452812;0,000282556537653489;4,37481436927188e-05;7,12755394683869e-05;7,81745019461337e-05;1,09607911657958;9,39180203181103e-05
"comunista";-1,67943610759546;1,14054788932837;1,08270990649093;-0,729940186932078;0,495720995741434;0,470582636614106;0,613935928769683;0,235472585914405;0,150591485315922;0,000220491623603813;0,000101693260819667;9,16408996266486e-05;7,81745019461337e-05;1,0932543193861;9,34345561345223e-05
"clavar";0,0383944315712137;1,15388288806475;-0,0931761226114821;0,0331479329538307;0,996207810478958;-0,0804438492465924;0,00132347445301201;0,994076412925304;0,00460011262168071;1,1523956427119e-07;0,000104085105979956;6,78694595563346e-07;7,81745019461337e-05;0,538306596319067;2,26529374734485e-05
"ch";-1,01639765035698;0,961778522985009;1,25556791796369;-0,540626883293533;0,51157470220186;0,667842718854821;0,378038690498793;0,281498652534834;0,340462656966378;9,35107429882666e-05;8,37306287700886e-05;0,000142696927847538;9,05178443586811e-05;0,843169266206404;6,43522504071288e-05
"bancario";-1,40720194914774;-2,662282987528;-2,49203436892899;-0,360014742420993;-0,68111128227698;-0,637555335947049;0,171602678961548;0,51078350836759;0,317613812670843;0,000162950003347943;0,000583243559299969;0,000511033738133795;8,22889494169828e-05;1,73266114679641;0,000247040860546387
"asustar";1,26656774324263;-0,72750002301593;0,764687020118855;0,768224244785585;-0,441258005143944;0,463813413583527;0,671371433582894;0,184199844802645;0,144428721614492;0,000132007426431434;4,3551943540579e-05;4,81181536613031e-05;8,22889494169828e-05;0,788435616569385;5,11533389955108e-05
"aristóteles";2,17792466691504;2,12859702959433;-2,74814474962083;0,530939353784958;0,518914151866521;-0,669948882822458;0,36576068064993;0,290546359658641;0,343692959691405;0,000448874635498675;0,000428771846609899;0,000714691416406671;9,46322918295302e-05;1,83680725413859;0,000319276188226473
"apología";2,29553463955152;1,77007830506854;-2,47297803339254;0,602457359366712;0,464552650685436;-0,649026936949479;0,458840953263557;0,226880231070522;0,314278815665895;0,000325214935529546;0,00019336939546882;0,000377435980450739;6,17167120627371e-05;1,72851043056925;0,000184394002076976
"adquirir";1,1771936678014;-0,472073028399889;0,623159754466701;0,833033730498614;-0,334059523655272;0,440975099644839;0,769755743863527;0,102942024483358;0,12730223165314;0,000125438264745183;2,01721681127776e-05;3,51506206681615e-05;9,05178443586811e-05;0,684369567068255;4,23950918560363e-05
"verano";-1,12899475723718;1,08387132824316;1,72382735789184;-0,484900624187414;0,465520216311805;0,740379843639511;0,31823325869473;0,243912690642675;0,437854050662596;0,000104887894626453;9,66711697528519e-05;0,000244528258833008;8,22889494169828e-05;1,02079464432687;8,57468714470857e-05
"transformación";0,483367726931696;-1,12382610636114;0,988226970148299;0,307359115740596;-0,714607490429679;0,628384045463406;0,12559438148121;0,56458634340473;0,30981927511409;2,01876663192211e-05;0,000109126204356853;8,43809132225926e-05;8,64033968878319e-05;0,695683631878146;4,18171458445172e-05
"traje";-1,23004645328099;1,6937673209699;1,1561487707053;-0,514373819342223;0,708289970383186;0,483471707372707;0,322766946647686;0,508944882670863;0,168288170681463;0,000124504355326081;0,000236074466363204;0,000109993991261192;8,22889494169828e-05;1,10432327813128;0,000100353834469411
"tiro";-1,62124018633118;1,61037084673292;1,64105875656923;-0,576272268771047;0,572408745621832;0,583316809445014;0,412339995534589;0,338321631322572;0,249338373142847;0,000183846414300904;0,000181389541437112;0,000188368684622306;6,99456070044354e-05;1,28777167954863;0,000115994709960286
"teatro";-1,8843022801017;1,049296830318;0,728267312930463;-0,827755730772321;0,46094592876578;0,319920772892029;0,74292279553039;0,191582785902299;0,065494418567322;0,000262957265251585;8,15418854294136e-05;3,9279473941119e-05;7,40600544752845e-05;1,1150593203531;9,20831084745832e-05
"salto";0,218195776054669;-0,586823606425733;1,71347100056047;0,119607294794765;-0,321676181617304;0,939264887671199;0,0230361709517464;0,138563866116788;0,838399962931485;4,30949995942406e-06;3,11709009458583e-05;0,000265758840444845;9,05178443586811e-05;0,733264117682645;4,8669296586572e-05
"ranchar";-1,16379134270625;1,67865861817726;1,10610176307795;-0,501012501038693;0,72266300823947;0,476177120749446;0,306438663587337;0,530194611433455;0,16336672497922;0,00010030769981174;0,000208693439163181;9,06095964760362e-05;7,40600544752845e-05;1,07231549848432;8,51587333641133e-05
"procurar";1,60486306906179;0,167020868777887;-0,0192371574226425;0,994557453018198;0,10350531023792;-0,0119215518497527;0,990990065557555;0,00892590040096709;8,40340414664552e-05;0,000211942222496025;2,2955301142434e-06;3,04525255057504e-08;8,22889494169828e-05;0,822285389032171;5,56399414938562e-05
"modificar";-0,202822152481982;-1,93043824453806;-0,740893939410043;-0,0976206836344626;-0,929142595322068;-0,356600953006174;0,0118750101397144;0,89460694532398;0,0935180445362944;3,38510615582437e-06;0,000306657325442525;4,51703652357605e-05;8,22889494169828e-05;0,949330935938651;7,41612061856731e-05
"mata";-0,0599851277440251;-0,570472252333651;-0,225293215256281;-0,0973351338300266;-0,925679332786675;-0,365573035895574;0,0118288368072564;0,889694979751998;0,0984761834407346;2,96093377423781e-07;2,6779999727017e-05;4,1767429079691e-06;8,22889494169828e-05;0,281314299641703;6,51216108744041e-06
"mapa";-1,65131938385951;-2,14844547359462;-2,27251383045533;-0,466933065729828;-0,607502244171714;-0,642584263310638;0,283656220069041;0,399297003385776;0,317046776545164;0,000179512073106172;0,00030386464804254;0,000339973115187133;6,58311595335862e-05;1,58144525986851;0,000164641696466385
"laboratorio";-0,211335705034433;-0,42971383248321;1,32956362973382;-0,149547009654056;-0,304077432842586;0,940836121085597;0,0359749700237167;0,123688857986935;0,840336171989351;3,4914905994158e-06;1,44352327490301e-05;0,000138192150723354;7,81745019461337e-05;0,568318635838144;2,52492753017028e-05
"junta";-0,605628211600356;-1,44161276434719;-0,214808547357935;-0,383710714409374;-0,913369379289011;-0,1360972616354;0,172824610285123;0,814343913413203;0,0128314763016473;2,71641563833695e-05;0,000153915112867183;3,41733176569237e-06;7,40600544752845e-05;0,743057710269602;4,08911304618874e-05
"fenomenal";1,47680359506348;-1,36871622840427;1,79485445417224;0,547496447615907;-0,507425141264887;0,665407668922046;0,386685370425547;0,276220761541151;0,337093868033337;0,00013460099271696;0,0001156191079403;0,000198820542921624;6,17167120627371e-05;1,21133177835166;9,0558454608054e-05
"encargar";-1,42504732650218;-0,3686026054416;-0,149926027227366;-0,963154446634096;-0,249129437226061;-0,101331315181413;0,941468039821221;0,0523818741509437;0,00615008602781799;0,00016710909727138;1,11804251654696e-05;1,84967566964121e-06;8,22889494169828e-05;0,749110246665181;4,61777738912608e-05
"ejercicio";0,965260257995403;0,268935033992756;-2,04938481458955;0,4231306311456;0,117890123133051;-0,898366510870703;0,268463507660338;0,0173303924160516;0,714206099923599;8,05044093668375e-05;6,24921662023808e-06;0,000362892376273113;8,64033968878319e-05;0,950213149648275;7,80140616387613e-05
"despertar";-0,381705822973798;-0,437512591413696;1,10500121357712;-0,30579117638689;-0,350498949610351;0,885235698989801;0,142076136935392;0,155225085480794;0,702698777583806;1,2588917493537e-05;1,65391021475609e-05;0,000105500939419472;8,64033968878319e-05;0,51652037281455;2,30518470009057e-05
"dependiente";1,21752504893261;-0,245201749176946;0,822648192043715;0,817288998087412;-0,164596771203842;0,552219699498799;0,767363407203124;0,0258827029868743;0,20675388981002;0,000103685076739515;4,20540252705406e-06;4,73356928887432e-05;6,99456070044354e-05;0,708918978353016;3,51522921742157e-05
"culto";1,36427103568293;0,368598151035652;0,00149597056961678;0,965384904690826;0,260827270827927;0,00105857807429507;0,942768844910733;0,0572304860830782;6,69006168659384e-07;0,000137843199470309;1,00621394511501e-05;1,65741065530278e-10;7,40600544752845e-05;0,716666803992553;3,80380814455215e-05
"cuartel";-1,45937439227424;1,67619950105657;1,4060436541081;-0,554916180046589;0,637362303358494;0,534637566375631;0,378086093599416;0,414787729667251;0,207126176733343;0,000184019675095834;0,000242762851946497;0,000170815952134208;8,64033968878319e-05;1,2105719594614;0,000126622836210917
"cristo";0,0550854277104465;1,82281714585913;-0,815735785840504;0,0275733316555811;0,91242173836697;-0,408321298411935;0,000960590632644591;0,874718538454005;0,124320870913353;2,49697945742191e-07;0,000273418393821584;5,47571136575648e-05;8,22889494169828e-05;0,906539626987976;6,7626218518264e-05
"cristiano";0,42301393720444;1,42745904882399;-1,28978173827234;0,214749549998999;0,724671603973183;-0,654777593668386;0,0626712633469412;0,593476651710047;0,343852084943005;1,47248497049284e-05;0,000167675200255878;0,000136890706481969;8,22889494169828e-05;0,861865888793972;6,1125285770317e-05
"creciente";1,05995298773235;-1,53821361691032;1,80236832446268;0,408335193509584;-0,592579824001363;0,694342510529209;0,224324926486969;0,392875417855811;0,382799655657254;8,32064961021748e-05;0,000175233578674284;0,000240586425559258;7,40600544752845e-05;1,14147676812227;9,64979708324e-05
"convocar";0,276106177226288;-0,429443479811412;-1,10226217454475;0,227293059603479;-0,353521690219567;-0,90739202090408;0,0805308210589252;0,162008996815919;0,757460182125154;6,58693022371404e-06;1,59346615430957e-05;0,000104978563440973;8,64033968878319e-05;0,496265746571613;2,12794019059186e-05
"contradiciones";1,77354265928319;-0,108980007473506;0,114018279823921;0,996068895005654;-0,0612060809778975;0,064035709206205;0,994451778211968;0,00312256395790711;0,00242565783012354;0,000271777872708226;1,02618221491995e-06;1,12325868689105e-06;8,64033968878319e-05;0,907128925359199;7,10998766969629e-05
"conservar";0,670393194302922;0,16045816228538;0,210462537113783;0,930143716147635;0,222629275808108;0,292008343826381;0,904316721269388;0,0430826313700786;0,0526006473605217;2,77371589103097e-05;1,58900919027682e-06;2,73370963902124e-06;6,17167120627371e-05;0,359574228077503;7,97957745637854e-06
"cola";-0,636085381026864;1,20802320038782;0,156400250407497;-0,46288175462383;0,879083084285176;0,113813057950425;0,247825478719064;0,743332121801246;0,00884239947971116;3,82886617142026e-05;0,000138098801097447;2,31480411746392e-06;9,46322918295302e-05;0,651720944412255;4,01941375536681e-05
"citar";-1,12552623989368;1,07668260413197;0,703627168052728;-0,658535204951866;0,629957236223234;0,411685880701522;0,502097622414068;0,382093398194859;0,115808979391087;0,000109456628171102;0,000100162742982186;4,27775607253768e-05;8,64033968878319e-05;0,810178627963327;5,67142746368149e-05
"caballo";-1,43659433537857;1,11554352414372;1,36555584093251;-0,631631248419134;0,490473985222207;0,600397564819122;0,491474560522224;0,246446700422458;0,262078739055324;0,000144353973468029;8,70429261226384e-05;0,000130430563884957;6,99456070044354e-05;1,045208345672;7,64128118120052e-05
"as";-0,718944937421993;-0,621419670850476;-0,403248605549463;-0,696446223544207;-0,601972919583784;-0,390629315078615;0,553415916226327;0,343833037595928;0,102751046177719;2,55201973146506e-05;1,90661392816132e-05;8,02857588493963e-06;4,93733696501897e-05;0,492934310264633;1,19969504161057e-05
"utópico";2,39324827523195;2,33464818941737;-3,19079764346113;0,517837071377983;0,505157527372973;-0,690406141372669;0,35205739619226;0,278610885049374;0,369331718758342;0,000494887319457693;0,000470948814361668;0,000879689365930151;8,64033968878319e-05;2,05731247209788;0,000365705367563502
"tráfico";0,846925351845091;-1,5911759116554;1,47702917161669;0,363425743271925;-0,682792511890137;0,633810787880741;0,174508252568339;0,512246877419081;0,313244870012612;5,31219848455139e-05;0,000187508266225254;0,00016157053861623;7,40600544752845e-05;1,03408535837108;7,9194825305308e-05
"suizo";-2,14248698471567;-2,42724789454538;-3,18418012294493;-0,471808310152199;-0,534517005524737;-0,701205026562271;0,296653208825539;0,316634444584765;0,386712346589681;0,000415499578486677;0,000533288807528822;0,00091776070051705;9,05178443586811e-05;2,00637869607037;0,00036438460367581
"solar";-1,61707715070739;1,26894134716923;1,29433520162986;-0,665714499645429;0,52239477481988;0,532848856809061;0,529048467673692;0,270915780185653;0,200035752140663;0,000161385407166129;9,93769991620303e-05;0,000103394230773899;6,17167120627371e-05;1,13397179031769;7,93610276184128e-05
"ruso";-0,891221005426107;0,599794626534157;1,52692813015534;-0,477364923018773;0,321268141100037;0,817868884226199;0,321641140177962;0,121149920017493;0,557208939804543;7,18960500122604e-05;3,25641198309105e-05;0,000211043215368749;9,05178443586811e-05;0,801528294972699;5,81529725571313e-05
"realizar";-0,93307902829595;-1,90938879898954;-2,18129724343135;-0,306389669857713;-0,626974764207074;-0,716259740074762;0,129741321940538;0,451801250131649;0,418457427927799;7,16437606910391e-05;0,000300006219868396;0,000391535566452539;8,22889494169828e-05;1,32129110019756;0,000143660884891031
"prueba";0,807966057493906;-0,989703983978112;1,51360632217584;0,407911407282155;-0,499663991021445;0,764162404129916;0,231536178295578;0,288908613390907;0,479555208313548;5,37189791284156e-05;8,06031760162395e-05;0,00018852432037809;8,22889494169828e-05;0,856451800799675;6,03597415380633e-05
"progresar";1,45723075407115;-0,569213668367065;0,339481780858769;0,910276249887616;-0,355565981556719;0,212061268623351;0,862875880194995;0,109486239294737;0,0276378805102874;0,000157268115792869;2,39957687211723e-05;8,53526423652618e-06;7,40600544752845e-05;0,800153674851385;4,74166464817655e-05
"operar";-0,411083024766092;0,0186695272900384;1,53799042702129;-0,258203292285812;0,0117264229396255;0,966019436066277;0,107960663586328;0,000185178400045569;0,891854158013624;1,18200558958562e-05;2,43796286997906e-08;0,000165450356769316;6,99456070044354e-05;0,638140063793155;2,84834418065093e-05
"ocasión";-1,94226211174974;0,268848014532343;-0,150037213490544;-0,98766818460959;0,136713077417671;-0,0762960783591607;0,980915860626924;0,0156295679344708;0,00345457143860905;0,0003259466287267;6,24517314943525e-06;1,94504116122935e-06;8,64033968878319e-05;1,00025608161137;8,64476551961813e-05
"mitigar";1,34666345360734;-1,56580097098422;1,62970517398455;0,511881209530092;-0,595177728157533;0,619468400513899;0,334604271302714;0,376186904860678;0,289208823836643;0,000156692772573565;0,000211838031876425;0,000229482147561995;8,64033968878319e-05;1,18744246110295;0,000121830482982788
"logro";-0,713776152124507;-0,0823343448134574;1,04916525236742;-0,561314953409086;-0,0647478887959147;0,825065593741387;0,437413952215721;0,00484002781373083;0,557746019970534;4,4020491191688e-05;5,85723817931944e-07;9,5108342709935e-05;8,64033968878319e-05;0,550471651742739;2,61818743234613e-05
"libertaria";-0,854971388850704;0,429732842394801;1,39766349737157;-0,504751954097456;0,253702632353826;0,825142678069399;0,358773198650462;0,0753756632792414;0,565851138070293;4,21058773258816e-05;1,06374283948636e-05;0,000112523907105605;5,7602264591888e-05;0,72804936244336;3,05324187115138e-05
"ingeniero";-1,59804949015968;-1,38990675906353;-2,05102760970131;-0,542028897690748;-0,471430724234234;-0,69567071687411;0,384429930187054;0,241838422945125;0,373731646867808;0,000178624445335424;0,000135123777314328;0,000294241182113139;6,99456070044354e-05;1,31462191918641;0,000120882151678657
"extraño";-1,60842129494852;1,59665992177225;1,64321418889534;-0,574564631296685;0,570363201569419;0,586993443539523;0,410598217628375;0,336480193086295;0,252921589285338;0,000170306464589839;0,000167824882913935;0,000177754194388681;6,58311595335862e-05;1,28029640234946;0,000107907729589887
"esclavitud";2,35013931831411;2,08557324043995;-2,87411252137205;0,551893481781926;0,489764274061549;-0,674940397827531;0,394075761819562;0,258083728382717;0,347840509797697;0,000386320416148633;0,000304236513257021;0,000577787280406298;6,99456070044354e-05;1,90951461683939;0,000255038894788212
"déficit";-1,74804616656735;-2,74702265912013;-3,01257701348258;-0,394065876969202;-0,619267336254721;-0,679131836138225;0,208048627747666;0,427268393566034;0,364682978686283;0,00022630274601563;0,000558867057326389;0,000672140931012835;7,40600544752845e-05;1,95474320069174;0,000282985021978189
"divino";0,0939430714260714;1,78308189080898;-0,273290780926781;0,0520071745995438;0,987119643981019;-0,151294620713884;0,00327239421333155;0,980383310971029;0,0163442948156355;5,44668540253529e-07;0,000196220943524944;4,60948859102206e-06;6,17167120627371e-05;0,83762800266821;4,33017209203567e-05
"desierto";1,20141497621556;-0,572351656212398;1,19786198735061;0,67099752838477;-0,319661860629698;0,669013162621103;0,563245252293548;0,106305214982792;0,330449532723689;0,00010689813044177;2,42610679897771e-05;0,000106266797780304;7,40600544752845e-05;0,816513767941592;4,93754482620046e-05
"democrático";-1,38401801648853;-2,35010346121374;-2,14071255836059;-0,399180090799765;-0,677819581725017;-0,617426813265519;0,207913107298959;0,498528018194669;0,293558874506353;0,000118218724231103;0,000340860553871003;0,000282826106427759;6,17167120627371e-05;1,54817499832878;0,000147925443668091
"crudo";0,15800383814559;0,9563655702918;-1,04422226828229;0,110896941419836;0,671236964046866;-0,732900270487651;0,0174691064988288;0,532231420982759;0,450299472518415;2,05436113893977e-06;7,52643618113081e-05;8,97278824236247e-05;8,22889494169828e-05;0,609749609902873;3,05945859447763e-05
"costa";-0,0479647406201818;-0,0757054905564819;0,931212978062353;-0,0512709115672371;-0,0809238090582418;0,995400738775379;0,00443414742488675;0,00918624256708066;0,98637961000804;2,08246832043107e-07;5,18786849438981e-07;7,84932376227489e-05;9,05178443586811e-05;0,367397567676909;1,22181866814019e-05
"cordano";-1,82634244845367;1,82974564610366;1,60657183935147;-0,600025357666757;0,601143442004594;0,527822064991366;0,436416025128917;0,364279668888197;0,199304305982895;0,000164686194663911;0,000165300517405032;0,000127436275025987;4,93733696501897e-05;1,41010388515346;9,81736609658192e-05
"consumismo";1,53572269653591;-1,50408768215564;1,3179337003556;0,609065083239568;-0,596518688821966;0,522690327311019;0,447958649709595;0,357335246496844;0,194706103793597;0,000184370200753993;0,000176852593157815;0,000135785141628034;7,81745019461337e-05;1,17034277926351;0,000107075788939175
"cliente";-1,65154809778953;-0,884537960183566;-0,969713980641365;-0,782876888835205;-0,419294071575625;-0,459669727597157;0,69347821829154;0,165424773578155;0,141097008130288;0,000224452253426282;6,43834832094093e-05;7,73800189471393e-05;8,22889494169828e-05;1,011565605558;8,42033997142861e-05
"civil";-0,93494574268729;-1,65283321614895;-1,38513217380302;-0,397774626636826;-0,703201357500051;-0,589307387713763;0,204317849386255;0,531017435948736;0,264664714664989;7,19307079128303e-05;0,000224801695185709;0,000157878849181165;8,22889494169828e-05;1,05500008517935;9,15896727145009e-05
"calentar";-1,43659433537857;1,11554352414372;1,36555584093251;-0,631631248419134;0,490473985222207;0,600397564819122;0,491474560522224;0,246446700422458;0,262078739055324;0,000144353973468029;8,70429261226384e-05;0,000130430563884957;6,99456070044354e-05;1,045208345672;7,64128118120052e-05
