"";"classe 1";"classe 2";"classe 3";"classe 4"
"areco";-1,337;-0,727;-0,591;6,035
"archivar";0,009;-0,727;0,623;0
"arar";1,806;-0,727;-0,591;0
"apéndice";6,73;-0,727;-0,591;-1,491
"aprobamos";-1,783;0,077;3,278;-0,121
"app";0,009;-0,727;5,507;-1,491
"apegar";0,009;0,365;-0,591;0
"apareciste";-1,337;-0,727;-0,591;6,035
"ap";0,009;0,365;-0,591;0
"antropológico";-1,337;12,374;-0,591;-1,491
"antonio";-1,337;-0,727;0,623;1,515
"anticipar";0,009;0,365;0,623;-1,491
"antena";-1,337;-0,727;-0,591;6,035
"anteceder";0,009;0,365;0,623;-1,491
"anel";-1,337;0,365;-0,591;1,515
"andá";-1,337;-0,727;0,623;1,515
"anduviera";-1,337;-0,727;0,623;1,515
"andu";-1,783;-0,97;-0,787;8,047
"andrade";-1,337;-0,727;-0,591;6,035
"ancian";-1,337;0,365;-0,591;1,515
"anarquismo";0,009;-0,727;-0,591;1,515
"anal";0,009;4,247;-0,591;-1,491
"amé";0,009;4,247;-0,591;-1,491
"ambicioso";0,009;-0,727;5,507;-1,491
"alé";0,009;-0,727;0,623;0
"alunos";0,009;-0,727;-0,591;1,515
"alumbrado";6,73;-0,727;-0,591;-1,491
"alredor";-1,337;-0,727;-0,591;6,035
"alojamiento";-1,337;-0,727;-0,591;6,035
"alocar";0,009;-0,727;5,507;-1,491
"almagro";-1,337;-0,727;5,507;0
"alineamiento";-1,337;-0,727;5,507;0
"alertar";0,009;0,365;0,623;-1,491
"alejamiento";1,806;-0,727;0,623;-1,491
"alargó";-1,337;-0,727;0,623;1,515
"aimaras";-1,337;4,247;0,623;-1,491
"aguardiente";-1,337;-0,727;-0,591;6,035
"agresor";-1,337;0,365;5,507;-1,491
"agarraran";-0,064;0,077;-0,787;0,509
"aflojes";-1,337;0,365;-0,591;1,515
"aferramos";-1,337;4,247;-0,591;0
"adentra";0,689;-0,97;0,213;-0,121
"ademá";1,806;0,365;-0,591;-1,491
"ada";0,009;-0,727;0,623;0
"activismo";-0,064;-0,97;-0,787;3,151
"acostumbraron";0,009;0,365;0,623;-1,491
"aclaración";-1,783;-0,97;20,324;-1,989
"ación";1,806;-0,727;0,623;-1,491
"acervo";0,689;0,077;-0,787;-0,121
"accionista";1,806;-0,727;-0,591;0
"acampó";-1,337;-0,727;-0,591;6,035
"acampar";-1,783;-0,97;-0,787;8,047
"absolutismo";1,806;-0,727;0,623;-1,491
"abril";-1,783;-0,97;-0,787;8,047
"abortaron";-1,337;0,365;5,507;-1,491
"abc";1,806;-0,727;-0,591;0
"abarcar";8,974;-0,97;-0,787;-1,989
"abanderado";0,009;4,247;-0,591;-1,491
"aa";0,009;-0,727;0,623;0
"Ban ki-moon";-1,337;4,247;-0,591;0
"yamandu";-1,337;-0,727;-0,591;6,035
"veredes";0,009;-0,727;0,623;0
"verdugo";0,009;-0,727;0,623;0
"unar";1,806;-0,727;0,623;-1,491
"troya";-1,337;4,247;-0,591;0
"tropo";1,806;-0,727;-0,591;0
"tomarse";-1,337;-0,727;5,507;0
"termin";-1,337;-0,727;-0,591;6,035
"tacuarembó";-1,337;-0,727;-0,591;6,035
"sustrato";0,009;4,247;-0,591;-1,491
"sujeción";0,689;0,077;-0,787;-0,121
"stori";-1,337;-0,727;5,507;0
"solón";0,009;4,247;-0,591;-1,491
"smith";1,806;0,365;-0,591;-1,491
"simplificación";-1,337;0,365;-0,591;1,515
"simbolicé";-1,337;0,365;-0,591;1,515
"secular";0,689;-0,97;-0,787;0,509
"reumatismo";-1,337;4,247;-0,591;0
"retener";8,974;-0,97;-0,787;-1,989
"reproducirse";0,009;0,365;-0,591;0
"repecho";0,009;-0,727;-0,591;1,515
"rehuir";1,806;0,365;-0,591;-1,491
"recibirlo";-1,337;-0,727;0,623;1,515
"quinientos";3,659;-0,97;-0,787;-0,121
"problemático";-1,783;-0,97;9,981;-0,121
"potranco";-1,783;0,077;-0,787;3,151
"placenta";-1,337;-0,727;-0,591;6,035
"permanecimos";-1,337;-0,727;-0,591;6,035
"periplo";1,806;0,365;-0,591;-1,491
"peluquería";-1,783;0,077;-0,787;3,151
"paulatino";8,974;-0,97;-0,787;-1,989
"oral";-1,337;0,365;-0,591;1,515
"oa";0,009;0,365;-0,591;0
"novedosa";-1,337;0,365;-0,591;1,515
"noo";0,009;0,365;-0,591;0
"neesan";-1,337;0,365;0,623;0
"narvaja";-1,337;-0,727;-0,591;6,035
"nadan";-1,337;12,374;-0,591;-1,491
"mos";-1,337;-0,727;-0,591;6,035
"montevidel";0,009;-0,727;-0,591;1,515
"moler";0,009;0,365;0,623;-1,491
"moderar";0,009;0,365;0,623;-1,491
"milit";0,009;-0,727;-0,591;1,515
"mero";6,73;-0,727;-0,591;-1,491
"maruana";0,009;-0,727;5,507;-1,491
"marchamos";-1,337;-0,727;-0,591;6,035
"mamífero";-1,337;4,247;-0,591;0
"ló";8,974;-0,97;-0,787;-1,989
"long";0,009;-0,727;-0,591;1,515
"literario";1,806;-0,727;-0,591;0
"jerárquico";1,806;-0,727;-0,591;0
"iván";-1,337;0,365;-0,591;1,515
"islita";-1,337;-0,727;5,507;0
"ir|ver|vetar";-1,337;-0,727;15,243;-1,491
"inundar";6,73;-0,727;-0,591;-1,491
"intimar";-1,337;0,365;-0,591;1,515
"intencionado";0,009;-0,727;-0,591;1,515
"inolvidables";-1,337;4,247;-0,591;0
"inherente";-0,064;7,841;-0,787;-1,989
"incomparable";0,009;0,365;0,623;-1,491
"ilíada";-1,337;0,365;-0,591;1,515
"hálito";0,009;-0,727;-0,591;1,515
"huella";0,009;-0,727;0,623;0
"horrorizar";-1,337;0,365;-0,591;1,515
"histor";1,806;-0,727;0,623;-1,491
"habitamos";1,806;-0,727;-0,591;0
"haba";0,009;-0,727;0,623;0
"guapo";-1,337;-0,727;-0,591;6,035
"guadaña";0,009;0,365;-0,591;0
"floricultor";-1,337;-0,727;-0,591;6,035
"fingir";0,009;-0,727;-0,591;1,515
"fal";0,009;-0,727;0,623;0
"excusa";0,009;0,365;-0,591;0
"eternidad";0,009;0,365;-0,591;0
"especializar";0,009;-0,727;0,623;0
"esaa";8,974;-0,97;-0,787;-1,989
"envidrio";-1,337;-0,727;15,243;-1,491
"engripamos";0,009;-0,727;0,623;0
"encuadrar";3,659;0,077;-0,787;-1,989
"enamoramos";-1,337;12,374;-0,591;-1,491
"diluir";0,009;0,365;0,623;-1,491
"detención";-1,783;-0,97;9,981;-0,121
"despu";-1,337;-0,727;0,623;1,515
"desinteresar";0,009;0,365;-0,591;0
"demostrativo";0,009;0,365;-0,591;0
"decibeles";1,806;0,365;-0,591;-1,491
"curo";-1,337;4,247;0,623;-1,491
"cuatrocientos";-1,337;0,365;-0,591;1,515
"contrarrestar";1,806;0,365;-0,591;-1,491
"consulta";0,009;-0,727;0,623;0
"confusión";3,659;-0,97;-0,787;-0,121
"comerciar";3,659;-0,97;0,213;-1,989
"colón";-1,337;-0,727;-0,591;6,035
"colorao";-1,337;-0,727;5,507;0
"colección";-1,337;-0,727;-0,591;6,035
"cocinaba";-1,337;-0,727;5,507;0
"catastrófico";-1,337;0,365;5,507;-1,491
"cas";0,009;0,365;-0,591;0
"cartujos";0,009;0,365;-0,591;0
"cargamos";1,806;0,365;-0,591;-1,491
"canuta";-1,337;-0,727;-0,591;6,035
"buscón";6,73;-0,727;-0,591;-1,491
"brindar";-1,337;-0,727;-0,591;6,035
"boquillas";1,806;-0,727;-0,591;0
"bienvenidas";-1,337;-0,727;-0,591;6,035
"balsa";-1,337;0,365;-0,591;1,515
"ayudarlas";6,73;-0,727;-0,591;-1,491
"armazón";6,73;-0,727;-0,591;-1,491
"archivé";-1,783;-0,97;-0,787;8,047
"apostamos";1,806;-0,727;0,623;-1,491
"apagador";-1,337;-0,727;15,243;-1,491
"antropólogo";0,009;-0,727;-0,591;1,515
"antropológicamente";0,009;0,365;-0,591;0
"antoje";-1,337;4,247;-0,591;0
"amén";0,689;-0,97;3,278;-1,989
"alucinar";-1,337;-0,727;-0,591;6,035
"albedrío";-1,783;16,499;-0,787;-1,989
"aglutinarse";-1,337;12,374;-0,591;-1,491
"afinado";-1,337;-0,727;15,243;-1,491
"acontecimiento";-1,337;0,365;-0,591;1,515
"acab";-1,337;-0,727;5,507;0
"águila";-1,337;-0,727;5,507;0
"yoo";-1,337;-0,727;0,623;1,515
"vacunó";0,009;-0,727;-0,591;1,515
"urug";-1,337;-0,727;5,507;0
"urso";0,009;-0,727;-0,591;1,515
"trancar";1,806;-0,727;-0,591;0
"superpoder";0,009;4,247;-0,591;-1,491
"subestimar";1,806;0,365;-0,591;-1,491
"sorteo";-1,337;4,247;-0,591;0
"soledades";1,806;-0,727;-0,591;0
"sobretudo";0,009;-0,727;5,507;-1,491
"simbolismo";-1,337;-0,727;-0,591;6,035
"seaa";-1,337;-0,727;-0,591;6,035
"rezagar";-1,337;0,365;0,623;0
"reumático";-1,337;0,365;-0,591;1,515
"resonado";6,73;-0,727;-0,591;-1,491
"redota";-1,337;-0,727;-0,591;6,035
"puntero";0,009;-0,727;-0,591;1,515
"propender";6,73;-0,727;-0,591;-1,491
"preocupemos";-1,337;0,365;-0,591;1,515
"preeminencia";3,659;-0,97;0,213;-1,989
"potrillo";-1,337;0,365;-0,591;1,515
"paño";1,806;0,365;-0,591;-1,491
"ofensa";-1,337;4,247;0,623;-1,491
"motivadores";0,009;4,247;-0,591;-1,491
"milonga";-1,337;-0,727;0,623;1,515
"miamiherald";-1,337;-0,727;15,243;-1,491
"maravillado";-1,337;-0,727;-0,591;6,035
"mantenerte";0,009;4,247;-0,591;-1,491
"manny";-1,337;-0,727;0,623;1,515
"maleta";1,806;-0,727;-0,591;0
"lava";-1,337;0,365;0,623;0
"john";0,009;-0,727;-0,591;1,515
"infranqueables";6,73;-0,727;-0,591;-1,491
"incalculable";1,806;0,365;-0,591;-1,491
"imprimir";0,009;-0,727;0,623;0
"hula";-1,337;0,365;-0,591;1,515
"harari";1,806;-0,727;0,623;-1,491
"hallazgo";-1,337;-0,727;5,507;0
"globo";-1,337;4,247;-0,591;0
"gil";1,806;-0,727;-0,591;0
"fábula";-1,337;4,247;0,623;-1,491
"filosofal";-1,337;0,365;-0,591;1,515
"facilitador";0,009;-0,727;0,623;0
"excursión";-1,337;-0,727;-0,591;6,035
"eva";0,009;-0,727;-0,591;1,515
"entendimiento";6,73;-0,727;-0,591;-1,491
"engendro";6,73;-0,727;-0,591;-1,491
"elegirías";-1,337;0,365;-0,591;1,515
"destruirse";-1,337;12,374;-0,591;-1,491
"demérito";1,806;-0,727;-0,591;0
"contrapelo";0,009;0,365;-0,591;0
"concretamente";0,009;-0,727;-0,591;1,515
"cobardía";1,806;0,365;-0,591;-1,491
"chorizo";0,009;-0,727;-0,591;1,515
"carbónico";1,806;-0,727;-0,591;0
"caos";1,806;-0,727;0,623;-1,491
"ballista";-1,337;-0,727;5,507;0
"ausencia";0,009;0,365;0,623;-1,491
"aureola";-1,337;4,247;-0,591;0
"asentamiento";-1,337;-0,727;15,243;-1,491
"aplasta";1,806;-0,727;-0,591;0
"anhídrido";1,806;-0,727;-0,591;0
"alinea";0,009;-0,727;5,507;-1,491
"acelga";-1,337;0,365;-0,591;1,515
"rotobador";-1,337;-0,727;5,507;0
"ibérico";0,009;0,365;-0,591;0
"demagogo";1,806;-0,727;-0,591;0
"deb";0,009;-0,727;-0,591;1,515
"contábamos";-1,337;-0,727;-0,591;6,035
"concorda";1,806;-0,727;0,623;-1,491
"artistes";-1,337;4,247;-0,591;0
"afición";0,009;0,365;-0,591;0
"el";97,816;36,083;4,768;-271,322
"que";46,736;27,327;-48,764;-31,43
"de";45,668;-11,385;99,555;-135,507
"y";12,927;6,945;-106,089;5,589
"ser";43,375;142,424;-14,943;-181,124
"un";11,263;-35,718;-1,245;6,847
"no";5,782;69,848;-56,389;-12,112
"en";0,711;-33,398;146,88;-30,282
"a";-9,104;-1,473;-23,69;61,011
"tener";35,329;41,58;-69,734;-21,92
"haber";50,724;0,072;-0,115;-48,194
"yo";-274,585;-2,753;-53,159;546,814
"se";-1,208;-1,737;1,814;1,269
"este";-12,616;-25,232;1,381;46,036
"estar";-12,752;-6,366;0,025;30,245
"ese";20,307;11,714;-6,89;-27,384
"por";-0,037;0,252;0,199;-0,34
"pero";43,47;9,968;-28,37;-24,301
"él";-166,399;-19,706;-0,112;277,158
"con";-7,268;-3,673;5,381;5,908
"para";-8,758;58,456;-31,061;0,731
"porque";8,07;96,164;-66,499;-21,336
"del";14,328;-44,602;136,848;-53,284
"todo";-0,032;0,781;-9,316;3,364
"poder";29,048;0,286;-14,994;-7,219
"como";-9,531;7,311;0,159;0,192
"nosotros";14,753;29,098;-28,84;-16,636
"si";0,61;17,816;-17,566;-1,038
"tú";-158,39;39,746;-55,111;165,866
"otro";-5,629;9,971;0,54;-0,827
"suyo";-10,576;-6,263;31,645;0,752
"al";-16,939;-12,029;37,792;4,476
"qué";-46,556;3,046;2,505;15,811
"o";-1,289;-13,69;5,026;6,063
"cuando";-85,983;0,679;-0,49;80,103
"usted";-107,58;-51,738;132,509;51,309
"muy";0,109;-9,921;0,978;2,396
"alguno";-8,066;-5,089;1,266;14,421
"entonces";5,361;11,374;-27,14;-1,016
"mío";-107,782;28,558;-11,196;69,17
"también";0,002;-5,718;2,436;0,548
"nuestro";65,862;25,817;-7,901;-100,425
"bien";-0,093;-7,445;0,244;4,869
"ni";-1,132;-2,153;-9,156;21,713
"nada";-12,578;26,924;-18,24;6,115
"algo";-6,611;16,873;-5,144;0,722
"cada";22,222;12,567;-22,865;-14,76
"sin";1,12;8,149;-8,419;-1,336
"primero";-30,731;-17,604;49,073;11,922
"vosotros";-38,239;8,285;-14,098;43,52
"donde";-0,65;-3,41;-0,254;7,514
"hasta";-11,199;-3,808;-0,448;29,709
"entre";0,656;-20,164;28,095;-1,41
"deber";7,46;0,782;-0,242;-9,21
"desde";-4,238;-2,1;4,622;2,39
"sobre";-1,623;-14,457;37,202;-0,124
"solo";0,409;25,313;-4,577;-10,095
"tal";6,238;4,058;-0,018;-16,308
"cual";0,222;3,248;-0,07;-3,136
"cualquier";-5,739;11,521;-2,961;0,718
"aquel";-4,163;1,413;-1,617;4,006
"cierto";15,296;0,002;-3,098;-6,185
"contra";6,732;1,475;5,196;-28,734
"dentro";2,268;-0,24;-0,033;-0,849
"cuál";2,686;0,027;2,267;-8,591
"antes";-14,925;-1,733;0,593;18,402
"demás";0,11;-0,137;-3,092;1,879
"largo";5,895;8,369;-4,961;-9,377
"ustedes";-9,363;-2,155;-0,599;23,475
"quién";-6,342;-1,503;1,945;5,776
"sino";6,207;1,119;-0,829;-6,847
"pues";-10,218;-0,66;-0,574;19,489
"quien";2,526;-5,94;1,229;-0,145
"30";-4,396;-13,39;5,498;10,823
"ninguno";0,676;0,22;-0,004;-1,333
"50";-0,439;-22,896;21,389;1,074
"aunque";-1,141;21,361;-2,083;-2,91
"bastante";-0,113;-0,473;-0,004;0,913
"pocos";1,732;-5,473;0,002;0,417
"40";-16,028;1,577;1,57;3,545
"hacia";3,439;0,975;-1,723;-2,613
"arriba";-0,633;14,222;-15,866;0,55
"varios";-0,898;-6,931;6,287;1,371
"s";-3,017;-3,928;0,193;9,153
"20";-21,67;-2,561;0,409;29,244
"dicho";-1,664;-0,969;4,985;0,113
"10";-16,039;-7,121;0,266;33,253
"bajo";2,494;-2,548;4,568;-3,563
"mientras";0,844;1,154;0,075;-4,081
"durante";-31,841;-14,339;42,654;12,81
"__";-37,698;160,927;-17,163;-1,943
"000";-0,143;-13,813;4,575;3,293
"cuanto";0,966;-0,025;0,036;-0,962
"incluso";-0,799;-7,252;6,371;1,336
"15";-9,945;-16,07;5,817;20,862
"5";-6,86;-10,32;2,471;16,277
"verdadero";0,94;0,989;0,003;-3,351
"100";-1,042;-10,971;0,458;10,601
"ante";9,506;-0,014;0,835;-13,272
"3";-23,786;-6,752;0,517;40,999
"8";-13,012;-4,802;-0,485;35,16
"solamente";0,048;-6,345;3,121;0,265
"encima";2,195;0,08;-3,456;-0,052
"90";-5,792;-0,759;3,803;2,428
"60";-6,475;-3,081;10,945;1,872
"2";-4,136;-7,899;-0,011;19,728
"12";-3,584;-13,398;4,466;10,714
"7";-12,686;-3,341;-2,603;39,701
"80";-1,984;-0,453;-2,071;9,489
"4";-4,663;-10,126;3,376;11,216
"6";-6,059;-7,383;-1,456;31,923
"m";-9,592;-2,051;0,027;16,92
"cierta|cierto";9,836;-0,132;-0,051;-6,719
"70";-0,736;-1,729;0,076;2,996
"según";-3,018;0,524;0,372;0,378
"p";-5,828;-2,11;0,028;11,954
"25";0,011;-6,71;0,169;3,08
"14";-7,01;-10,02;-0,021;28,894
"300";0,004;-3,826;-1,272;6,113
"200";-9,792;-2,708;-1,391;28,964
"13";-8,15;-7,381;-1,211;35,425
"1";-1,707;-3,27;2,697;2,281
"distintos";1,44;-0,012;1,706;-4,463
"doble";2,665;0,026;-3,568;-0,062
"km";-3,146;-0,226;0,85;2
"22";-2,479;-5,715;-0,45;16,675
"l";-1,917;0,782;-0,283;1,066
"1910";0,088;-7,28;4,014;0,162
"alrededor";-0,734;0,21;0,833;-0,07
"é";-0,548;-2,112;0,23;2,469
"c";-3,809;1,266;-1,3;3,477
"2000";-2,912;-4,067;16,711;0,023
"v";-2,514;-1,554;6,871;0,292
"400";-1,652;-0,484;0,048;2,8
"n";-0,05;-1,335;-0,071;1,968
"3000";-0,678;-5,338;0,632;4,52
"ambo";-0,187;-0,001;3,885;-1,203
"18";-5,289;-5,58;1,557;10,634
"t";-0,678;-0,484;0,048;1,489
"h";-3,053;-3,141;3,786;2,8
"19";-6,262;-2,684;0,184;12,215
"150";-2,581;1,147;1,039;-0,016
"cuyo";0,053;-2,234;10,274;-2,221
"d";0,07;2,92;-1,15;-0,729
"85";-1,369;-2,912;0,103;5,429
"800";-8,028;-4,367;1,683;12,361
"5000";-3,266;-0,141;-2,56;11,207
"35";-2,9;-4,124;-0,271;14,355
"21";-1,652;-1,523;0,048;4,52
"f";-5,396;-2,234;0,001;12,361
"120";-1,695;-2,234;6,601;0,262
"11";-0,626;-0,81;-0,373;4,056
"23";-4,965;-4,124;2,081;7,609
"2005";-0,826;-3,639;14,859;-0,289
"17";-7,133;-0,484;0,632;6,651
"i";-1,387;0,175;0,621;0,033
"45";-6,244;-0,244;-0,882;12,996
"1900";-0,367;-1,157;19,243;-3,817
"conforme";0,949;-0,244;0,253;-0,876
"9";-0,581;-1,365;3,784;0,04
"24";-5,828;-0,978;0,294;7,69
"16";-3,266;-3,153;-0,011;11,207
"28";-6,69;-3,639;-0,106;19,338
"1000";-1,798;-1,365;-0,048;6,1
"b";-6,69;0,002;0,138;4,858
"700";0,044;-1,577;0,138;0,312
"26";-0,826;-1,577;-0,106;4,858
"2010";-3,266;-1,157;8,353;0,162
"diversos";2,412;-0,244;-0,048;-0,876
"500";-1,096;-0,502;0,852;0,802
"27";-0,367;-3,153;-0,725;7,61
"1914";-0,255;-0,502;0,852;0,133
"tras";-0,826;0,002;-2,954;4,858
"82";-2,85;-2,911;0,639;6,06
"mm";-1,13;0,23;0;0,387
"250";-2,036;-0,577;1,337;1,272
"2015";-0,192;-0,956;5,557;-0,364
"130";0,026;-2,183;0,219;0,513
"diez";-4,905;-2,668;0,939;7,749
"88";-2,439;1,989;-2,166;2,259
"8000";-0,313;-0,405;-0,186;2,028
"87";-5,797;0,105;0,416;2,498
"65";1,103;1,989;-0,433;-2,885
"2002";0,158;-2,668;3,177;-0,175
"44";-0,003;-2,425;4,039;-0,046
"x";-0,826;-0,761;6,738;-0,175
"609";-2,439;-0,761;0,939;2,259
"32";7,319;-1,94;0,426;-3,978
"1930";-0,826;-2,668;17,832;-1,12
"1700";-0,551;0,001;8,196;-2,429
"2008";0,167;-1,94;0,426;0,067
"r";0,158;-2,668;0,024;0,744
"99";-0,565;-0,031;1,245;0
"9000";3,762;-0,251;-1,575;-0,243
"89";-4,459;0,001;0,092;3,238
"83";-1,642;-2,183;-0,186;8,064
"7000";-0,128;-0,251;0,426;0,067
"4000";-3,567;-1,94;-0,091;10,635
"2009";-4,013;-2,183;16,523;0
"1920";-0,128;-1,94;2,581;0,067
"k";-0,128;1,648;-1,575;0,067
"1985";-3,121;-1,698;8,439;0,294
"consigo";-3,121;6,311;-1,378;0,294
"52";-0,128;-1,94;-0,091;3,096
"1912";-0,128;-1,94;0,426;1,018
"0";-4,459;-0,577;1,337;3,238
"j";-0,017;-0,122;0,749;-0,068
"97";2,272;-1,698;-1,378;0,294
"75";-0,565;-1,455;4,917;0
"600";-0,128;-1,94;2,581;0,067
"36";-2,675;-1,455;11,014;0
"34";-0,899;-1,698;-0,024;4,612
"2007";-0,017;-1,698;3,554;-0,068
"1904";-0,017;-1,698;0,749;0,294
"1842";-2,229;-1,213;6,903;0,104
"setenta";-0,565;-1,455;-1,181;6,799
"72";-3,567;-0,251;-0,091;6,302
"37";0,782;-2,183;1,868;-0,49
"10000";-0,275;0,001;2,019;-0,393
"í";0,475;-0,122;-1,378;0,294
"98";-0,565;-1,455;-1,181;6,799
"2014";0,018;-1,455;1,245;0
"mediante";-0,064;-0,97;0,213;0,509
"79";-2,229;5,218;0,046;-0,393
"67";0,197;-1,213;0,046;0,104
"42";-2,229;-1,213;2,019;1,619
"33";-0,275;-1,213;14,699;-2,486
"300000";-0,275;-1,213;2,019;0,104
"220";-0,064;-0,97;-0,787;3,151
"200000";-0,565;-1,455;0;3,029
"128";-1,783;0,077;-0,787;3,151
"127";-1,783;-0,97;-0,787;8,047
"doscientos";0,197;0,001;-0,984;0,104
"39";-0,275;0,001;0,046;0,104
"2012";-0,565;-1,455;1,245;0,763
"1840";-2,229;-1,213;0,046;4,937
"1830";-3,121;-1,698;15,403;-0,068
"160";3,613;-1,455;0;-0,74
"mas";1,995;-1,213;-0,984;0,104
"48";-0,565;-0,031;4,917;-0,74
"1960";0,197;0,001;0,046;-0,393
"1915";-0,565;-1,455;4,917;0
"cuarenta";-0,064;-0,97;-0,787;3,151
"900";-1,783;-0,97;-0,787;8,047
"86";-0,064;-0,97;-0,787;3,151
"84";-1,783;-0,97;-0,787;8,047
"78";-1,783;0,077;0,213;0,509
"56";-1,337;-0,727;0,623;1,515
"47";-1,783;0,077;0,213;0,509
"2025";13,461;-1,455;-1,181;-2,983
"2020";-2,229;-1,213;6,903;0,104
"2018";-0,064;-0,97;3,278;-0,121
"2004";-1,337;-0,727;0,623;1,515
"1994";-1,783;-0,97;9,981;-0,121
"1950";-1,337;-0,727;5,507;0
"1929";-0,275;-1,213;-0,984;4,937
"1905";-2,675;-1,455;11,014;0
"1880";-1,783;-0,97;0,213;3,151
"1860";-1,337;-0,727;0,623;1,515
"1825";-1,337;-0,727;15,243;-1,491
"125";5,668;-1,213;-0,984;-0,393
"00";0,197;-1,213;2,019;-0,393
"cincuenta";1,806;-0,727;-0,591;0
"1870";-1,337;-0,727;15,243;-1,491
"g";-0,064;-0,97;-0,787;3,151
"41";-0,275;0,001;0,046;0,104
"1970";0,689;-0,97;-0,787;0,509
"100000";1,995;-1,213;2,019;-2,486
"62";-1,337;-0,727;0,623;1,515
"6000";0,009;-0,727;-0,591;1,515
"46";-1,337;-0,727;-0,591;6,035
"45000";-0,064;-0,97;-0,787;3,151
"380";-1,337;0,365;0,623;0
"38";0,009;-0,727;-0,591;1,515
"370";-1,337;-0,727;-0,591;6,035
"360";6,73;-0,727;-0,591;-1,491
"350";6,73;-0,727;-0,591;-1,491
"31";0,009;-0,727;0,623;0
"2024";1,806;-0,727;0,623;-1,491
"2019";-1,337;-0,727;5,507;0
"2016";-1,337;-0,727;0,623;1,515
"2001";0,009;-0,727;0,623;0
"1935";-1,337;4,247;-0,591;0
"1925";0,689;0,077;-0,787;-0,121
"140";0,009;-0,727;0,623;0
"110";0,009;-0,727;0,623;0
"81";0,689;-0,97;-0,787;0,509
"51";6,73;-0,727;-0,591;-1,491
"1987";6,73;-0,727;-0,591;-1,491
"15000";-1,337;0,365;0,623;0
"129";-1,337;-0,727;-0,591;6,035
"1907";0,009;0,365;-0,591;0
"*mujica02";-16,433;38,508;-22,342;6,119
"*ano0000";0;0;0;0
"*mujica03";-19,556;73,471;-4,629;-1,4
"*mujica04";-19,282;183,186;-20,135;-12,616
"*mujica05";-2,079;16,381;29,669;-39,432
"*mujica06";0,883;40,137;-24,371;-5,603
"*mujica07";23,619;10,27;-12,843;-21,545
"*mujica08";10,562;62,299;-40,064;-23,491
"*mujica09";-1,668;63,247;-46,047;-0,007
"*mujica12";0,143;-0,136;-0,101;0,036
"*mujica13";2,374;9,208;-0,941;-10,895
"*mujica14";4,585;-0,018;39,307;-47,907
"*mujica15";-31,933;-11,168;-17,743;136,167
"*mujica16";-18,023;-14,795;-2,987;76,741
"*mujica17";1,618;21,814;-22,265;-2,142
"*mujica18";-56,001;3,685;-50,63;128,222
"*mujica19";4,263;8,985;-8,835;-4,873
"*mujica20";-4,489;14,733;-5,028;0,375
"*mujica21";11,004;18,658;-19,34;-11,739
"*mujica22";3,183;3,767;-32,526;1,224
"*mujica23";-7,816;0,321;-21,715;35,194
"*mujica24";-4,369;11,567;-11,157;3,3
"*mujica25";28,509;-0,132;0,534;-30,302
"*mujica26";51,165;0,241;-22,084;-13,897
"*mujica27";-5,95;-5,377;9,084;3,884
"*mujica28";-41,996;-4,205;-0,207;71,212
"*mujica29";-24,401;58,235;-6,464;0,179
"*mujica30";-0,008;22,43;-30,072;0,174
"*mujica31";2,516;0,398;4,282;-13,799
"*mujica32";17,356;-0,099;-0,466;-10,779
"*mujica33";1,631;-7,84;0,948;0,114
"*mujica35";64,573;-1,15;-6,874;-24,143
"*mujica36";-14,135;29,999;-23,211;8,235
"*mujica37";-2,827;-2,179;4,708;1,4
"*mujica38";-26,727;-8,227;-14,48;109,797
"*mujica39";-3,019;-70,81;407,117;-50,364
"*mujica40";-4,027;2,359;-0,057;0,746
"*mujica41";-1,331;18,461;-41,703;6,753
"*mujica42";-32,544;-36,079;178,612;0,017
"*mujica43";-0,016;-23,659;10,645;2,715
"*mujica44";-13,255;-22,023;41,397;6,026
"*mujica45";9,718;-25,273;7,085;-0,849
"*mujica46";1,553;0,081;-0,406;-0,922
"*mujica47";-12,519;-101,133;369,568;-10,236
"*mujica48";-0,092;-31,943;36,372;0,094
"*mujica49";-2,751;-3,931;0,798;6,716
"*mujica50";2,416;92,261;-40,061;-21,392
"*mujica51";5,495;-23,432;0,906;1,052
"*mujica52";-17,707;1,977;-6,179;24,004
"*mujica54";4,439;-31,025;52,143;-9,379
"*mujica55";25,328;-0,248;-0,452;-15,894
"*mujica56";64,706;-22,897;2,087;-24,981
"*mujica57";80,597;21,013;-28,969;-70,97
"*mujica58";0,692;4,491;-17,089;0,429
"*mujica59";-0,741;0,004;-0,021;0,822
"*mujica60";-0,082;116,116;-16,578;-31,163
"*mujica61";-167,216;-86,215;-21,888;584,497
"*mujica62";-4,184;-5,763;-1,933;26,217
"*mujica63";-8,707;-10,588;1,305;22,396
"*mujica64";13,015;18,992;-10,132;-22,086
"*mujica65";3,394;128,627;-26,464;-53,311
"*mujica66";75,973;-8,591;-1,535;-26,064
"*mujica67";-0,169;-4,533;13,258;-0,45
"*mujica68";55,111;0,841;-4,772;-40,095
"*mujica69";-0,494;0,879;-2,376;1,24
"*mujica70";6,333;10,14;-11,216;-6,306
"*mujica71";-155,516;-5,201;-18,745;308,194
"*mujica72";38,442;-12,711;1,257;-15,697
"*mujica73";18,928;3,183;-6,082;-14,639
"*mujica74";33,721;8,276;-10,193;-31,385
"*mujica75";-4,634;-43,551;186,836;-9,576
"*mujica76";-14,996;-50,319;258,745;-8,378
