"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,260158776383735;41,2919539252539;41,2919539252539
"facteur 2";0,216349405746518;34,3386059006688;75,6305598259226
"facteur 3";0,153538961811326;24,3694401740774;100
