%%MatrixMarket matrix coordinate integer general
35389 15454 256972
17 1 1
38 1 1
39 1 1
56 1 1
58 1 1
59 1 1
63 1 1
64 1 1
71 1 1
72 1 1
75 1 1
76 1 1
117 1 1
121 1 1
173 1 1
176 1 1
185 1 1
190 1 1
191 1 1
197 1 1
198 1 1
199 1 1
205 1 1
206 1 1
214 1 1
215 1 1
216 1 1
218 1 1
219 1 1
237 1 1
239 1 1
240 1 1
243 1 1
244 1 1
246 1 1
257 1 1
258 1 1
272 1 1
274 1 1
276 1 1
277 1 1
281 1 1
282 1 1
287 1 1
297 1 1
314 1 1
321 1 1
322 1 1
328 1 1
329 1 1
330 1 1
337 1 1
338 1 1
340 1 1
341 1 1
351 1 1
378 1 1
403 1 1
433 1 1
436 1 1
437 1 1
443 1 1
450 1 1
458 1 1
467 1 1
471 1 1
473 1 1
479 1 1
485 1 1
496 1 1
502 1 1
503 1 1
504 1 1
509 1 1
516 1 1
517 1 1
530 1 1
532 1 1
577 1 1
596 1 1
597 1 1
618 1 1
619 1 1
638 1 1
639 1 1
653 1 1
660 1 1
662 1 1
667 1 1
668 1 1
693 1 1
731 1 1
751 1 1
779 1 1
780 1 1
788 1 1
790 1 1
791 1 1
846 1 1
850 1 1
851 1 1
879 1 1
881 1 1
904 1 1
923 1 1
956 1 1
1018 1 1
1019 1 1
1024 1 1
1031 1 1
1032 1 1
1033 1 1
1061 1 1
1096 1 1
1097 1 1
1131 1 1
1163 1 1
1180 1 1
1190 1 1
1191 1 1
1196 1 1
1197 1 1
1209 1 1
1221 1 1
1254 1 1
1255 1 1
1256 1 1
1300 1 1
1301 1 1
1302 1 1
1303 1 1
1311 1 1
1312 1 1
1313 1 1
1314 1 1
1351 1 1
1357 1 1
1419 1 1
1445 1 1
1446 1 1
1447 1 1
1488 1 1
1490 1 1
1516 1 1
1517 1 1
1571 1 1
1572 1 1
1574 1 1
1580 1 1
1582 1 1
1628 1 1
1629 1 1
1640 1 1
1643 1 1
1646 1 1
1669 1 1
1679 1 1
1686 1 1
1687 1 1
1709 1 1
1710 1 1
1712 1 1
1713 1 1
1729 1 1
1730 1 1
1734 1 1
1740 1 1
1741 1 1
1743 1 1
1760 1 1
1761 1 1
1782 1 1
1783 1 1
1792 1 1
1793 1 1
1802 1 1
1803 1 1
1804 1 1
1805 1 1
1811 1 1
1812 1 1
1813 1 1
1814 1 1
1820 1 1
1829 1 1
1830 1 1
1855 1 1
1856 1 1
1858 1 1
1859 1 1
1865 1 1
1866 1 1
1867 1 1
1883 1 1
1915 1 1
1938 1 1
1939 1 1
