"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"1";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"2";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"3";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"4";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"5";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"6";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"7";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"8";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"9";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"10";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"11";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"12";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"13";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"14";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"15";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"16";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"17";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"18";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"19";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"20";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"21";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"22";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"23";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"24";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"25";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"26";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"27";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"28";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"29";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"30";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"31";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"32";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"33";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"34";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"35";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"36";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"37";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"38";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"39";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"40";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"41";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"42";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"43";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"44";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"45";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"46";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"47";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"48";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"49";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"50";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"51";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"52";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"53";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"54";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"55";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"56";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"57";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"58";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"59";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"60";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"61";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"62";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"63";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"64";3;5;6;8;10;13;15;15;15;15;15;15;15;15;15;15;15;15;15
"65";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"66";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"67";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"68";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"69";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"70";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"71";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"72";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"73";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"74";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"75";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"76";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"77";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"78";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"79";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"80";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"81";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"82";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"83";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"84";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"85";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"86";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"87";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"88";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"89";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"90";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"91";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"92";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"93";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"94";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"95";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"96";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"97";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"98";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"99";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"100";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"101";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"102";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"103";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"104";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"105";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"106";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"107";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"108";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"109";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"110";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"111";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"112";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"113";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"114";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"115";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"116";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"117";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"118";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"119";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"120";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"121";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"122";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"123";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"124";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"125";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"126";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"127";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"128";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"129";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"130";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"131";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"132";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"133";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"134";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"135";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"136";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"137";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"138";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"139";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"140";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;34;34;34
"141";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"142";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"143";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"144";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"145";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"146";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"147";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"148";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"149";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"150";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"151";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"152";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"153";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"154";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"155";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"156";3;5;6;8;10;13;14;17;19;19;19;19;19;19;19;19;19;19;19
"157";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"158";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"159";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"160";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"161";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"162";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"163";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"164";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"165";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"166";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"167";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"168";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"169";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"170";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"171";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"172";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"173";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"174";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"175";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"176";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"177";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"178";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"179";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"180";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"181";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"182";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"183";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"184";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"185";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"186";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"187";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"188";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"189";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"190";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"191";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"192";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"193";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"194";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"195";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"196";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"197";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"198";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"199";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"200";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"201";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"202";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"203";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"204";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"205";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"206";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"207";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"208";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"209";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"210";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"211";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"212";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"213";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"214";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"215";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"216";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"217";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"218";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"219";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"220";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"221";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"222";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"223";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"224";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"225";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"226";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"227";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"228";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"229";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"230";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"231";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"232";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"233";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"234";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"235";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"236";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"237";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"238";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"239";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"240";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"241";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"242";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"243";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"244";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"245";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"246";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"247";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"248";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"249";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"250";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"251";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"252";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"253";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"254";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"255";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"256";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"257";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"258";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"259";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"260";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"261";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"262";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"263";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"264";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"265";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"266";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"267";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"268";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"269";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"270";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"271";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"272";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"273";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"274";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"275";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"276";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"277";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"278";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"279";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"280";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"281";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"282";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"283";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"284";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"285";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"286";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"287";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"288";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"289";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"290";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"291";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"292";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"293";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"294";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"295";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"296";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"297";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"298";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"299";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"300";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"301";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"302";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"303";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"304";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"305";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"306";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"307";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"308";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"309";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"310";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"311";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"312";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"313";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"314";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"315";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"316";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"317";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"318";3;5;6;8;10;13;14;17;19;19;19;19;19;19;19;19;19;19;19
"319";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"320";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"321";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"322";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"323";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"324";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"325";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"326";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"327";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"328";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"329";3;5;6;8;10;13;14;17;18;20;22;24;26;29;29;29;29;29;29
"330";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"331";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"332";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"333";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;36;36
"334";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"335";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"336";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
"337";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"338";3;5;6;8;10;13;14;17;18;20;22;24;26;28;28;28;28;28;28
"339";3;5;6;9;9;9;9;9;9;9;9;9;9;9;30;32;35;37;38
