"";"X";"V1"
"1242";1242;3
"1243";1243;2
"1244";1244;1
"1245";1245;1
"1246";1246;4
"1247";1247;3
"1248";1248;4
"1249";1249;4
"1250";1250;3
"1251";1251;1
"1252";1252;1
"1253";1253;1
"1254";1254;4
"1255";1255;4
"1256";1256;4
"1257";1257;4
"1258";1258;4
"1259";1259;4
"1260";1260;1
"1261";1261;2
"1262";1262;2
"1263";1263;2
"1264";1264;1
"1265";1265;1
"1266";1266;1
"1267";1267;1
"1268";1268;1
"1269";1269;2
"1270";1270;4
"1271";1271;3
"1272";1272;2
"1273";1273;2
"1274";1274;2
"1275";1275;1
"1276";1276;1
"1277";1277;2
"1278";1278;2
"1279";1279;2
"1280";1280;2
"1281";1281;2
"1282";1282;2
"1283";1283;2
"1284";1284;1
"1285";1285;3
"1286";1286;2
"1287";1287;2
"1288";1288;2
"1289";1289;2
"1290";1290;4
"1291";1291;1
"1292";1292;2
"1293";1293;1
"1294";1294;2
"1295";1295;3
"1296";1296;1
"1297";1297;1
"1298";1298;1
"1299";1299;4
"1300";1300;4
"1301";1301;1
"1302";1302;1
"1303";1303;4
"1304";1304;2
"1305";1305;2
"1306";1306;4
"1307";1307;4
"1308";1308;3
"1309";1309;4
"1310";1310;4
"1311";1311;2
"1312";1312;4
"1313";1313;4
"1314";1314;4
"1315";1315;1
"1316";1316;4
"1317";1317;4
"1318";1318;4
"1319";1319;4
"1320";1320;2
"1321";1321;1
"1322";1322;1
"1323";1323;1
"1324";1324;2
"1325";1325;2
"1326";1326;4
"1327";1327;2
"1328";1328;1
"1329";1329;4
"1330";1330;4
"1331";1331;4
"1332";1332;1
"1333";1333;2
"1334";1334;4
"1335";1335;2
"1336";1336;2
"1337";1337;2
"1338";1338;2
"1339";1339;2
"1340";1340;2
"1341";1341;2
"1342";1342;2
"1343";1343;2
"1344";1344;2
"1345";1345;2
"1346";1346;2
"1347";1347;2
"1348";1348;2
"1349";1349;2
"1350";1350;1
"1351";1351;2
"1352";1352;2
"1353";1353;2
"1354";1354;2
"1355";1355;1
"1356";1356;4
"1357";1357;4
"1358";1358;4
"1359";1359;4
"1360";1360;1
"1361";1361;4
"1362";1362;4
"1363";1363;1
"1364";1364;2
"1365";1365;4
"1366";1366;4
"1367";1367;4
"1368";1368;4
"1369";1369;4
"1370";1370;4
"1371";1371;4
"1372";1372;2
"1373";1373;4
"1374";1374;4
"1375";1375;2
"1376";1376;2
"1377";1377;2
"1378";1378;2
"1379";1379;2
"1380";1380;2
"1381";1381;2
"1382";1382;2
"1383";1383;2
"1384";1384;2
"1385";1385;2
"1386";1386;1
"1387";1387;2
"1388";1388;2
"1389";1389;2
"1390";1390;2
"1391";1391;2
"1392";1392;2
"1393";1393;2
"1394";1394;4
"1395";1395;4
"1396";1396;2
"1397";1397;2
"1398";1398;2
"1399";1399;2
"1400";1400;2
"1401";1401;2
"1402";1402;1
"1403";1403;1
"1404";1404;1
"1405";1405;2
"1406";1406;4
"1407";1407;4
"1408";1408;4
"1409";1409;2
"1410";1410;2
"1411";1411;2
"1412";1412;2
"1413";1413;2
"1414";1414;4
"1415";1415;4
"1416";1416;2
"1417";1417;2
"1418";1418;2
"1419";1419;1
"1420";1420;1
"1421";1421;1
"1422";1422;1
"1423";1423;1
"1424";1424;1
"1425";1425;2
"1426";1426;1
"1427";1427;2
"1428";1428;2
"1429";1429;1
