latinoamericano;55;8;40;25
decidir;25;24;27;52
noche;1;6;6;118
nacer;15;76;5;37
negocio;61;36;11;23
segundo;21;12;77;28
demasiado;69;32;11;15
dedicar;22;36;10;65
blanco;22;1;81;15
condición;71;31;13;20
internacional;78;3;28;17
error;52;60;7;7
cárcel;22;17;10;75
ciudad;21;18;10;75
afuera;24;12;18;84
seguro;14;13;19;81
contradicción;83;27;9;15
agarrar;19;10;8;91
sector;67;4;44;12
río;26;13;33;56
manejar;61;21;16;35
puerto;26;5;57;30
mayoría;50;40;12;17
funcionar;27;13;28;53
final;19;24;18;71
felicidad;12;85;3;15
contar;6;7;10;103
capacidad;71;25;9;20
salud;67;8;33;20
soledad;7;93;2;20
padre;10;8;12;97
feliz;11;92;0;16
sentir;23;44;8;50
permitir;36;26;32;30
caminar;27;22;2;69
importar;40;22;8;46
calle;28;6;28;62
campaña;6;2;36;75
tender;86;17;4;8
españa;12;2;44;55
banco;34;4;54;20
escuela;5;0;6;108
montevideo;5;0;24;87
dólar;15;2;19;80
consecuencia;93;11;4;7
programa;14;14;18;72
votar;22;8;49;42
cuidar;23;62;6;30
multiplicar;81;27;2;2
escribir;10;5;8;93
atender;43;12;23;31
ministro;10;1;67;38
interior;26;15;29;48
juntar;61;10;13;31
complicado;34;26;31;22
cuatro;0;1;23;92
capitalismo;86;11;0;8
paz;55;8;36;19
elección;6;5;80;23
conocimiento;71;27;5;8
sueño;50;45;6;15
región;38;4;60;8
peso;48;2;20;45
oportunidad;33;21;12;53
gobernar;58;7;32;13
matar;33;17;4;54
nivel;62;4;36;10
picar;13;5;28;78
carácter;82;15;4;9
nombre;15;9;27;53
riqueza;88;15;0;4
dificultad;70;9;15;14
dictadura;48;3;33;19
junto;19;9;24;58
cara;63;19;6;21
duda;22;14;13;54
culpar;41;42;4;16
movimiento;11;6;75;7
intentar;50;27;13;16
abrir;13;3;25;63
lleno;29;40;9;30
sencillo;52;33;8;23
precio;68;14;10;10
conseguir;27;14;11;54
personal;30;38;10;26
darle;26;66;5;15
cuánto;8;2;11;82
edad;4;47;5;51
vengar|venir;11;12;13;68
pensamiento;56;26;5;12
negociar;49;5;26;24
narcotráfico;83;4;6;1
odiar;18;60;4;9
muerte;7;56;10;31
cuesta;44;11;8;52
asunto;31;16;43;25
responsabilidad;38;33;8;25
abuelo;2;5;9;81
subir;29;13;6;57
romper;29;41;9;28
paso;32;18;6;44
experiencia;21;24;28;29
acompañar;16;8;20;64
consumo;72;14;18;6
alcanzar;37;44;4;9
educación;41;6;8;36
década;27;5;50;22
estudiar;11;8;16;62
agradecer;6;11;1;78
hermoso;6;65;5;25
defecto;71;15;2;3
nación;48;3;36;12
justo;44;11;16;33
invertir;39;1;35;19
estilo;38;14;10;42
brutal;59;16;7;12
entrever;2;3;22;70
material;49;46;3;3
embargo;40;26;14;23
conjunto;74;10;6;7
pena;4;76;3;9
vendar|vender;32;4;25;21
explicar;32;12;22;31
seguridad;60;6;7;16
resolver;58;7;16;13
presidencia;2;3;57;36
inteligencia;64;11;5;14
comida;28;8;2;48
contrario;51;29;8;10
barrio;4;7;6;80
probablemente;42;28;4;15
importancia;54;14;9;16
vi;15;8;9;65
niño;11;9;8;60
desarrollar;78;10;5;5
cobrar;38;29;7;18
revolución;69;9;3;12
imaginar;11;9;22;50
salario;55;6;8;16
inevitable;41;33;9;9
duro;27;43;8;20
construcción;66;11;6;6
acabar;10;7;39;44
méxico;22;3;35;25
dolor;21;61;3;8
central;45;6;33;8
aire;15;8;29;46
senador;1;1;47;46
organizar;68;12;4;8
abierto;23;11;22;39
puerta;13;5;7;70
papá;4;9;15;50
don;4;6;21;66
profundo;49;22;13;12
ocurrir;14;9;24;51
privado;40;1;35;6
global;74;1;8;4
herramienta;62;16;3;1
fácil;47;26;9;10
esperanza;17;52;5;15
avanzar;56;2;13;10
cerca;11;5;10;69
salar;24;11;13;39
desarrollo;64;20;5;3
desafío;61;15;6;13
centro;46;5;21;17
opinión;31;5;35;17
intelectual;54;6;8;14
integración;62;3;19;10
definitivo;22;39;4;18
candidato;1;0;38;41
energía;44;16;15;15
continente;58;2;16;6
recuerdo;2;9;14;63
conversar;3;6;6;62
resultado;48;2;25;10
producción;32;1;44;6
minuto;2;4;13;62
cargo;16;9;45;14
pelota;15;12;10;56
lejos;6;43;9;35
grupo;21;46;12;14
encuentro;20;13;12;44
raro;14;13;12;43
fútbol;5;9;8;55
enfrentar;57;3;10;9
desaparecer;33;22;8;13
alto;50;3;23;12
enseñanza;50;10;10;17
depender;25;39;11;9
ventaja;55;23;2;10
vaca;3;2;11;57
moderno;41;29;2;11
durar;8;46;8;28
materia;67;9;8;4
ojo;14;47;6;14
margen;28;53;2;2
maravilloso;27;35;5;11
definir;37;18;11;19
supuesto;23;29;12;21
igualdad;44;16;4;5
convencer;32;21;11;20
concepto;42;28;7;6
santo;3;3;5;66
conciencia;7;70;2;3
acordar;16;9;16;39
respetar;55;9;6;13
europeo;42;2;32;7
corriente;60;5;10;11
real;39;9;12;21
pertenecer;45;31;3;10
considerar;12;25;26;17
fundamental;37;32;7;6
formación;62;9;3;4
vecino;14;4;9;54
deuda|deudo;48;7;13;8
comunicación;54;4;10;15
vasco;4;2;5;59
parar;18;10;6;44
corto;39;18;9;14
bajar;29;9;11;31
religión;27;43;7;4
juventud;10;50;4;19
siglo;15;10;27;30
carne;34;18;3;24
realmente;9;8;2;62
posibilidad;16;11;24;25
modelo;34;6;20;12
consejo;16;14;13;40
voluntad;45;13;2;16
utilizar;35;18;13;16
tradición;27;6;20;24
organización;36;11;12;15
lucir;0;3;7;60
foto;8;3;8;64
filosofía;38;20;5;14
disparate;10;26;3;38
diferente;33;3;17;25
naturalmente;59;11;6;3
enfermedad;55;7;0;4
respeto;27;30;3;16
parlamento;9;0;36;29
milagro;5;57;3;5
esfuerzo;43;18;3;18
dale;4;25;2;13
complejo;70;1;3;7
juego;20;10;14;35
fuego;19;30;6;23
definición;20;48;7;3
comunidad;12;53;8;8
cinco;1;1;17;60
rato;6;4;15;53
semana;0;0;20;60
comercio;57;6;10;5
próximo;1;1;43;26
principio;24;13;6;31
preocupación;39;9;14;17
planeta;50;21;2;4
golpe;9;7;51;10
distribución;49;0;18;3
árbol;7;9;1;55
valle;10;4;38;15
hermano;6;7;10;65
est;15;8;12;45
sufrir;26;21;9;17
partir;31;2;14;31
compartir;26;10;8;32
aceptar;41;15;6;16
rey;13;9;6;40
discusión;20;7;12;34
cuerpo;14;39;7;15
superar;47;13;5;9
precisamos;23;39;1;2
individuo;25;41;0;0
correr;19;16;8;30
comprometer;22;34;7;6
afecto;0;59;0;8
totalmente;28;10;12;21
respecto;25;6;41;5
permanente;22;33;6;12
obra;20;6;17;30
fundar;2;1;34;35
electoral;2;0;27;39
consumir;26;19;14;12
aumentar;57;1;8;9
arma;36;6;10;15
tecnología;62;6;1;8
referir;12;5;47;6
hambre;28;8;10;23
mensaje;13;10;11;35
dinero;17;19;25;9
conflicto;30;18;12;6
principal;13;3;41;12
par;10;1;14;55
ministerio;7;2;33;21
flor;3;4;2;60
número;12;5;22;30
dirigente;16;11;16;24
costo;49;6;9;4
formar;34;6;6;25
ayer;6;0;25;41
perfecto;20;27;6;4
entero;39;4;4;19
crecimiento;56;2;6;8
corrupción;35;4;5;13
sur;12;6;23;27
contemporáneo;59;11;2;0
precisar;35;19;6;5
criticar;30;12;11;11
colocar;10;15;14;28
capitalista;54;7;0;2
tendencia;55;7;2;4
soñar;18;43;2;10
humilde;27;9;3;31
altura;21;31;3;19
pp;8;2;9;48
peligro;52;7;6;3
oposición;5;0;52;2
justicia;26;12;12;18
batalla;48;4;7;11
tarde;17;7;5;49
interno;31;2;20;10
aventura;1;65;0;6
posición;34;3;27;6
negro;41;3;4;14
mesa;13;6;15;29
faltar;10;7;5;52
actual;41;3;25;4
marcha;44;9;5;11
natural;43;20;5;4
lío;15;6;16;31
representar;29;8;24;4
personaje;5;2;24;30
fijar;22;10;33;8
colonia;10;3;23;35
triunfo;17;43;2;4
sólo;24;15;22;7
población;16;4;38;9
miedo;23;9;4;23
circunstancia;13;23;8;20
alma;8;49;2;11
permanentemente;30;31;0;4
carrera;12;8;7;30
campesino;15;8;14;22
acumulación;57;8;0;1
triunfar;13;50;2;1
servicio;14;15;4;34
progreso;36;26;0;4
ganancia;51;4;1;6
repartir;55;1;3;3
presentar;13;7;16;27
pegar;8;3;2;54
mitad;8;2;17;31
imposible;34;11;4;17
cultivar;14;40;2;8
costar;16;6;3;36
consciente;23;27;7;8
interesante;21;11;8;23
conservador;52;1;1;5
compromiso;16;32;3;13
zona;9;5;12;42
máquina;25;5;2;26
exactamente;7;7;21;25
corbata;7;7;1;38
reciente|recién;3;1;11;51
gigantesco;33;7;7;13
asegurar;45;10;4;4
atención;10;3;31;16
teléfono;5;4;5;40
resultar;16;10;3;31
película;5;0;2;55
pasión;10;41;0;17
límite;22;33;2;7
gusto;0;6;5;54
solución;48;2;5;4
presente;8;9;14;26
muerto;8;7;24;19
cometer;23;26;1;2
alcohol;3;1;46;5
tecnológico;49;4;4;2
siquiera;26;2;12;26
inteligente;45;5;4;9
grave;44;11;7;1
dormir;10;6;2;36
televisión;0;2;8;50
salida;19;7;25;17
solidaridad;29;31;1;2
resto;26;4;27;2
mencionar;9;7;31;13
echar;0;33;7;19
afectar;23;2;11;13
lindo;1;23;1;33
invitar;2;1;19;42
tus;2;32;3;12
terrible;30;9;6;17
sentimiento;23;16;2;10
presión;24;3;21;8
origen;12;3;8;38
escapar;20;23;8;10
determinado;17;15;5;19
aún;33;10;6;13
utopía;14;43;0;7
señora;2;4;8;37
luz;16;7;5;31
independencia;24;2;30;2
rumbo;10;37;5;6
petróleo;29;1;15;16
negociación;27;0;28;7
italiano;1;2;2;45
chile;3;1;38;15
bandera;12;26;8;9
fiscal;21;1;26;2
espacio;13;4;7;34
curioso;21;3;22;12
cerrar;10;5;22;20
reserva;15;1;23;15
regalar;13;2;2;43
producto;32;6;10;10
obvio;27;14;6;19
barra;15;9;3;38
acumular;22;27;2;7
revés;16;10;20;12
médico;13;4;9;30
imagen;6;40;2;7
frontera;27;0;19;13
fallar;29;4;7;7
enseñar;11;21;3;21
demostrar;26;19;2;8
arrancar;11;17;6;17
actitud;7;29;20;8
siete;7;2;15;35
ofrecer;13;6;10;30
obligación;6;44;3;4
guardar;13;8;2;36
congreso;3;1;46;6
antiguo;11;24;5;20
través;10;5;25;11
iglesia;30;8;5;11
figura;7;7;32;5
español;4;0;4;49
ciento;16;3;18;22
tasa;50;0;3;2
masa;44;3;2;3
grado;46;6;1;5
dirección;42;1;3;6
absoluto;39;9;4;2
diputado;1;0;12;36
desigualdad;55;1;2;2
colorar;2;0;47;4
científico;46;4;1;5
transmitir;16;34;1;6
sembrar;27;19;2;6
periodo;3;2;36;14
establecer;31;4;6;15
bolsillo|bolso;28;13;5;7
voto;3;1;26;26
surgir;17;6;15;17
superior;34;16;2;4
rápido;37;7;2;8
reunión;0;2;36;11
plazo;42;9;4;2
especial;3;4;9;40
americano;26;1;13;10
industriar;31;8;7;10
gasto;8;23;18;1
ejército;30;3;8;9
desastre;35;3;6;14
dar|decir;11;17;0;28
bárbaro;18;6;5;31
base;36;0;15;10
viaje;4;3;5;42
sobrar;9;18;2;17
minoría;8;40;3;2
línea;17;2;10;24
identificar;40;3;7;4
avance;47;0;2;3
actividad;29;1;4;13
pedazo;12;11;2;33
imperio;38;1;6;5
honor;3;4;12;33
equipo;4;5;36;9
descubrir;2;42;2;11
robar;16;17;6;6
potencia;27;1;10;12
plan;24;0;13;20
conducta;40;5;1;1
aplicar;37;1;5;8
